util,power,sm_clk,mem_clk,temp
16, 42.90, 660, 5001, 54
18, 38.66, 540, 5001, 54
52, 36.77, 420, 810, 54
42, 33.69, 1095, 810, 54
17, 39.59, 1170, 5001, 54
100, 108.09, 1830, 6801, 54
100, 237.58, 1965, 6801, 62
100, 238.40, 1965, 6801, 62
100, 238.36, 1950, 6801, 63
100, 238.22, 1950, 6801, 63
100, 238.06, 1950, 6801, 63
100, 238.55, 1950, 6801, 64
100, 237.97, 1950, 6801, 64
100, 238.85, 1950, 6801, 64
100, 238.91, 1950, 6801, 65
100, 239.14, 1935, 6801, 65
100, 237.56, 1950, 6801, 65
100, 237.75, 1950, 6801, 65
100, 233.87, 1950, 6801, 65
100, 237.85, 1935, 6801, 65
100, 238.81, 1935, 6801, 66
100, 237.91, 1950, 6801, 65
100, 239.13, 1950, 6801, 66
100, 238.22, 1950, 6801, 66
100, 238.79, 1950, 6801, 66
100, 237.87, 1950, 6801, 66
100, 239.39, 1935, 6801, 66
100, 238.01, 1920, 6801, 66
100, 238.51, 1935, 6801, 67
100, 238.10, 1935, 6801, 66
100, 238.10, 1935, 6801, 66
100, 238.43, 1935, 6801, 67
100, 231.19, 1935, 6801, 67
100, 234.43, 1935, 6801, 67
100, 234.72, 1935, 6801, 67
100, 237.68, 1935, 6801, 67
100, 234.73, 1935, 6801, 67
100, 236.83, 1935, 6801, 67
100, 238.38, 1935, 6801, 67
100, 238.60, 1935, 6801, 68
100, 238.62, 1935, 6801, 67
100, 238.21, 1920, 6801, 68
100, 237.76, 1935, 6801, 68
100, 238.55, 1920, 6801, 68
100, 238.60, 1935, 6801, 68
100, 230.23, 1935, 6801, 68
100, 234.70, 1935, 6801, 68
100, 235.10, 1950, 6801, 68
100, 235.77, 1935, 6801, 68
100, 234.27, 1935, 6801, 68
100, 235.40, 1935, 6801, 68
100, 235.37, 1935, 6801, 68
100, 236.80, 1935, 6801, 68
100, 238.24, 1935, 6801, 68
100, 238.14, 1935, 6801, 69
100, 238.16, 1935, 6801, 69
100, 238.12, 1935, 6801, 69
100, 238.54, 1935, 6801, 69
100, 233.64, 1950, 6801, 69
100, 234.33, 1935, 6801, 68
100, 235.24, 1935, 6801, 68
100, 235.76, 1935, 6801, 69
100, 235.76, 1935, 6801, 69
100, 235.10, 1935, 6801, 69
100, 234.89, 1950, 6801, 69
100, 235.02, 1935, 6801, 69
100, 235.52, 1935, 6801, 69
100, 234.79, 1935, 6801, 69
100, 234.59, 1920, 6801, 69
100, 234.08, 1935, 6801, 69
100, 234.73, 1935, 6801, 69
